season,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,games_played_post_asg,games_played_pre_asg,win_pct_post_asg,win_pct_pre_asg,wins_post_asg,wins_pre_asg,season_length,projected_wins_before_asg,actual_wins,projection_difference,post_asg_win_pct_drop,avg_starter_minutes_per_game_post_asg,avg_starter_minutes_per_game_pre_asg,avg_starter_minutes_per_player_post_asg,avg_starter_minutes_per_player_pre_asg,total_starter_minutes_post_asg,total_starter_minutes_pre_asg,starter_minutes_change_per_game,avg_players_used_post_asg,avg_players_used_pre_asg,avg_unique_lineups_post_asg,avg_unique_lineups_pre_asg,max_lineups_in_game_post_asg,max_lineups_in_game_pre_asg,players_used_change,lineups_used_change,win_projection_drop,starter_minutes_drop,players_used_increase,lineup_experimentation_increase,raw_tanking_score,lottery_candidate,tanking_score,score_note
2021-22,1610612754,IND,Indiana Pacers,22.0,60.0,0.2272727272727272,0.3333333333333333,5.0,20.0,82,27.333333333333332,25.0,-2.333333333333332,-0.1060606060606061,163.11060606060607,162.01916666666665,32.622121212121215,32.40383333333333,3588.4333333333334,9721.15,1.0914393939394245,9.3,10.63265306122449,17.1,16.857142857142858,21.0,22.0,-1.3326530612244891,0.2428571428571437,2.333333333333332,-1.0914393939394245,-1.3326530612244891,0.2428571428571437,0.15209802102656225,True,0.15209802102656225,Included in tanking score
2020-21,1610612755,PHI,Philadelphia 76ers,36.0,36.0,0.6944444444444444,0.6666666666666666,25.0,24.0,72,48.0,49.0,1.0,0.02777777777777779,145.4611111111111,162.1638888888889,29.092222222222222,32.43277777777777,5236.6,5837.9,-16.702777777777783,12.0,10.714285714285714,15.304347826086955,14.80952380952381,20.0,22.0,1.2857142857142865,0.4948240165631468,-1.0,16.702777777777783,1.2857142857142865,0.4948240165631468,17.483316080055214,False,0.0,Playoff/above-.500 team: score set to 0
2020-21,1610612751,BKN,Brooklyn Nets,35.0,37.0,0.6857142857142857,0.6486486486486487,24.0,24.0,72,46.70270270270271,48.0,1.2972972972972912,0.037065637065637036,156.30333333333334,162.17972972972973,31.26066666666667,32.435945945945946,5470.616666666667,6000.65,-5.8763963963963874,10.434782608695652,10.25,16.304347826086957,13.75,20.0,20.0,0.1847826086956523,2.554347826086957,-1.2972972972972912,5.8763963963963874,0.1847826086956523,2.554347826086957,7.318229533881706,False,0.0,Playoff/above-.500 team: score set to 0
2020-21,1610612752,NYK,New York Knicks,35.0,37.0,0.6285714285714286,0.5135135135135135,22.0,19.0,72,36.97297297297297,41.0,4.027027027027032,0.11505791505791507,167.44460784313725,160.1301801801802,33.488921568627454,32.02603603603603,5693.116666666667,5924.816666666667,7.314427662957058,10.666666666666666,10.714285714285714,11.916666666666666,11.428571428571429,16.0,16.0,-0.0476190476190474,0.4880952380952372,-4.027027027027032,-7.314427662957058,-0.0476190476190474,0.4880952380952372,-10.9009784995079,False,0.0,Playoff/above-.500 team: score set to 0
2020-21,1610612750,MIN,Minnesota Timberwolves,36.0,36.0,0.4444444444444444,0.1944444444444444,16.0,7.0,72,13.999999999999996,23.0,9.000000000000004,0.25,156.02499999999998,148.3175925925926,31.205,29.66351851851852,5616.9,5339.433333333333,7.707407407407373,10.695652173913045,11.041666666666666,15.434782608695652,15.666666666666666,19.0,21.0,-0.346014492753623,-0.2318840579710137,-9.000000000000004,-7.707407407407373,-0.346014492753623,-0.2318840579710137,-17.28530595813201,True,0.0,Included in tanking score
2020-21,1610612749,MIL,Milwaukee Bucks,36.0,36.0,0.6666666666666666,0.6111111111111112,24.0,22.0,72,44.0,46.0,2.0,0.05555555555555547,156.22592592592594,154.64722222222224,31.245185185185186,30.92944444444445,5624.133333333333,5567.3,1.5787037037036953,10.84,10.857142857142858,18.8,18.52380952380953,26.0,26.0,-0.0171428571428577,0.2761904761904752,-2.0,-1.5787037037036953,-0.0171428571428577,0.2761904761904752,-3.319656084656078,False,0.0,Playoff/above-.500 team: score set to 0
2020-21,1610612747,LAL,Los Angeles Lakers,35.0,37.0,0.5142857142857142,0.6486486486486487,18.0,24.0,72,46.70270270270271,42.0,-4.702702702702709,-0.13436293436293445,155.07428571428574,152.86261261261262,31.014857142857142,30.57252252252253,5427.6,5655.916666666667,2.2116731016731137,11.16,11.0,14.76,14.363636363636363,18.0,23.0,0.1600000000000001,0.3963636363636365,4.702702702702709,-2.2116731016731137,0.1600000000000001,0.3963636363636365,3.0473932373932318,False,0.0,Playoff/above-.500 team: score set to 0
2020-21,1610612748,MIA,Miami Heat,36.0,36.0,0.6111111111111112,0.5,22.0,18.0,72,36.0,40.0,4.0,0.11111111111111116,160.25833333333333,164.51388888888889,32.05166666666667,32.90277777777778,5769.3,5922.5,-4.25555555555556,10.5,9.904761904761903,14.590909090909092,14.80952380952381,19.0,19.0,0.5952380952380949,-0.2186147186147184,-4.0,4.25555555555556,0.5952380952380949,-0.2186147186147184,0.6321789321789365,False,0.0,Playoff/above-.500 team: score set to 0
2020-21,1610612756,PHX,Phoenix Suns,37.0,35.0,0.7297297297297297,0.6857142857142857,27.0,24.0,72,49.371428571428574,51.0,1.6285714285714263,0.044015444015443994,159.240990990991,159.08904761904762,31.8481981981982,31.81780952380953,5891.916666666667,5568.116666666667,0.1519433719433891,11.04,11.521739130434783,13.72,14.652173913043478,20.0,20.0,-0.481739130434784,-0.932173913043478,-1.6285714285714263,-0.1519433719433891,-0.481739130434784,-0.932173913043478,-3.1944278439930773,False,0.0,Playoff/above-.500 team: score set to 0
2020-21,1610612738,BOS,Boston Celtics,36.0,36.0,0.4722222222222222,0.5277777777777778,17.0,19.0,72,38.0,36.0,-2.0,-0.05555555555555558,161.04398148148147,152.81342592592594,32.20879629629629,30.562685185185188,5797.583333333333,5501.283333333334,8.230555555555526,11.409090909090908,10.96,16.272727272727273,16.84,20.0,22.0,0.4490909090909074,-0.5672727272727265,2.0,-8.230555555555526,0.4490909090909074,-0.5672727272727265,-6.348737373737345,False,0.0,Playoff/above-.500 team: score set to 0
